user_index,username,Unnamed: 0,timestamp,http_method,url,api_endpoint,header,data,request_body_size,response_body_size,originial_status,revised_status,execution_time,user_type,data_type,data_valid,seq_valid
1,teacherA,10,2025-03-06 02:34:58,GET,http://111.229.33.190:8000/info/teacher/48/ClassDates/,/info/teacher/48/ClassDates/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=y0841gE32kzrUrkyCDyWGUtY7YMcY1zb; sessionid=hq7q9hoxsycwn2tifpacmaayyx0z6yq7', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,15481,200,200,21.276,0,0,True,False
1,teacherA,11,2025-03-06 02:34:58,GET,http://111.229.33.190:8000/info/teacher/61/marks_list/,/info/teacher/61/marks_list/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=y0841gE32kzrUrkyCDyWGUtY7YMcY1zb; sessionid=hq7q9hoxsycwn2tifpacmaayyx0z6yq7', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,7995,200,200,16.706,0,0,True,False
1,teacherA,12,2025-03-06 02:34:58,GET,http://111.229.33.190:8000/info/teacher/55/Students/attendance/,/info/teacher/55/Students/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=y0841gE32kzrUrkyCDyWGUtY7YMcY1zb; sessionid=hq7q9hoxsycwn2tifpacmaayyx0z6yq7', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,6360,200,200,41.138,0,0,True,False
1,teacherA,13,2025-03-06 02:34:58,GET,http://111.229.33.190:8000/info/teacher/6989/attendance/,/info/teacher/6989/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=y0841gE32kzrUrkyCDyWGUtY7YMcY1zb; sessionid=hq7q9hoxsycwn2tifpacmaayyx0z6yq7', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,7005,200,200,17.631,0,0,True,False
1,teacherA,14,2025-03-06 02:34:58,POST,http://111.229.33.190:8000/info/teacher/6817/attendance/confirm/,/info/teacher/6817/attendance/confirm/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=y0841gE32kzrUrkyCDyWGUtY7YMcY1zb; sessionid=hq7q9hoxsycwn2tifpacmaayyx0z6yq7', 'Content-Length': '124', 'Content-Type': 'application/json'}","{'csrfmiddlewaretoken': 'OpjEx6g978hnjNThqOJiDPE5CRyDr1tMUHOxN9Fi75aU6jaBEVJ8CI1fyW7Yl6AE', 'USNA': None, 'USNB': 'present'}",124,2491,403,403,11.268,0,0,False,False
1,teacherA,15,2025-03-06 02:34:58,GET,http://111.229.33.190:8000/info/teacher/60/Extra_class/,/info/teacher/60/Extra_class/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=y0841gE32kzrUrkyCDyWGUtY7YMcY1zb; sessionid=hq7q9hoxsycwn2tifpacmaayyx0z6yq7', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,6323,200,200,17.96,0,0,True,False
1,teacherA,16,2025-03-06 02:34:58,POST,http://111.229.33.190:8000/info/teacher/43/Extra_class/confirm/,/info/teacher/43/Extra_class/confirm/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=y0841gE32kzrUrkyCDyWGUtY7YMcY1zb; sessionid=hq7q9hoxsycwn2tifpacmaayyx0z6yq7', 'Content-Length': '145', 'Content-Type': 'application/json'}","{'csrfmiddlewaretoken': 'rk0aOmYcEBz4gF6MaXIGWNYZCfczucfoxCv34pnlEysB3bn6o4IwVGl9ykLUohmg', 'date': None, 'USNA': 'absent', 'USNB': None}",145,2491,403,403,10.893,0,0,False,False
1,teacherA,17,2025-03-06 02:34:58,GET,http://111.229.33.190:8000/info/teacher/44/ClassDates/,/info/teacher/6918/Cancel/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=y0841gE32kzrUrkyCDyWGUtY7YMcY1zb; sessionid=hq7q9hoxsycwn2tifpacmaayyx0z6yq7'}",,2,10390,200,200,34.238,0,0,True,False
1,teacherA,18,2025-03-06 02:34:58,GET,http://111.229.33.190:8000/info/teacher/232/marks_entry/,/info/teacher/232/marks_entry/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=y0841gE32kzrUrkyCDyWGUtY7YMcY1zb; sessionid=hq7q9hoxsycwn2tifpacmaayyx0z6yq7', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,6075,200,200,18.994,0,0,True,False
1,teacherA,19,2025-03-06 02:34:59,GET,http://111.229.33.190:8000/info/teacher/teacherBBBBBBB/t_timetable/,/info/teacher/teacherBBBBBBB/t_timetable/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=y0841gE32kzrUrkyCDyWGUtY7YMcY1zb; sessionid=hq7q9hoxsycwn2tifpacmaayyx0z6yq7', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,22439,200,200,50.539,0,0,True,False
2,teacherA,20,2025-03-06 02:35:07,GET,http://111.229.33.190:8000/info/teacher/61/ClassDates/,/info/teacher/61/ClassDates/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=nbtdmGMcKdDPriFM5e6XL3wTFkyDGKoe; sessionid=imend16rizmci6gb9ec0dmrzobbcrvlx', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,10389,200,200,19.971,1,0,True,True
2,teacherA,21,2025-03-06 02:35:07,GET,http://111.229.33.190:8000/info/teacher/60/marks_list/,/info/teacher/60/marks_list/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=nbtdmGMcKdDPriFM5e6XL3wTFkyDGKoe; sessionid=imend16rizmci6gb9ec0dmrzobbcrvlx', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,7995,200,200,16.978,1,0,True,True
2,teacherA,22,2025-03-06 02:35:07,GET,http://111.229.33.190:8000/info/teacher/55/Students/attendance/,/info/teacher/55/Students/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=nbtdmGMcKdDPriFM5e6XL3wTFkyDGKoe; sessionid=imend16rizmci6gb9ec0dmrzobbcrvlx', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,6360,200,200,45.695,1,0,True,True
2,teacherA,23,2025-03-06 02:35:07,GET,http://111.229.33.190:8000/info/teacher/234/marks_entry/,/info/teacher/234/marks_entry/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=nbtdmGMcKdDPriFM5e6XL3wTFkyDGKoe; sessionid=imend16rizmci6gb9ec0dmrzobbcrvlx', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,6079,200,200,18.764,1,0,True,True
2,teacherA,24,2025-03-06 02:35:07,GET,http://111.229.33.190:8000/admin/login/?next=/admin/info/student/USNE/change/,/admin/info/student/USNE/change/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=nbtdmGMcKdDPriFM5e6XL3wTFkyDGKoe; sessionid=imend16rizmci6gb9ec0dmrzobbcrvlx'}",,2,3713,200,403,27.0,1,1,True,True
2,teacherA,25,2025-03-06 02:35:07,GET,http://111.229.33.190:8000/info/teacher/teachera/t_timetable/,/info/teacher/teachera/t_timetable/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=nbtdmGMcKdDPriFM5e6XL3wTFkyDGKoe; sessionid=imend16rizmci6gb9ec0dmrzobbcrvlx', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,70619,500,200,47.855000000000004,1,0,True,True
2,teacherA,26,2025-03-06 02:35:07,GET,http://111.229.33.190:8000/info/teacher/47/Extra_class/,/info/teacher/47/Extra_class/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=nbtdmGMcKdDPriFM5e6XL3wTFkyDGKoe; sessionid=imend16rizmci6gb9ec0dmrzobbcrvlx', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,7085,200,200,19.864,1,0,True,True
2,teacherA,27,2025-03-06 02:35:07,POST,http://111.229.33.190:8000/info/teacher/41/Extra_class/confirm/,/info/teacher/41/Extra_class/confirm/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=nbtdmGMcKdDPriFM5e6XL3wTFkyDGKoe; sessionid=imend16rizmci6gb9ec0dmrzobbcrvlx', 'Content-Length': '137', 'Content-Type': 'application/json'}","{'csrfmiddlewaretoken': 'rk0aOmYcEBz4gF6MaXIGWNYZCfczucfoxCv34pnlEysB3bn6o4IwVGl9ykLUohmg', 'date': None, 'USNA': 'absent', 'USNB': None}",137,2491,403,200,11.395999999999999,1,0,True,True
2,teacherA,28,2025-03-06 02:35:07,GET,http://111.229.33.190:8000/admin/login/?next=/admin/info/course/add/,/admin/info/course/add/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=nbtdmGMcKdDPriFM5e6XL3wTFkyDGKoe; sessionid=imend16rizmci6gb9ec0dmrzobbcrvlx'}",,2,3695,200,403,28.152,1,1,True,True
2,teacherA,29,2025-03-06 02:35:07,GET,http://111.229.33.190:8000/admin/login/?next=/admin/info/class/BS3A/change/,/admin/info/class/BS3A/change/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=nbtdmGMcKdDPriFM5e6XL3wTFkyDGKoe; sessionid=imend16rizmci6gb9ec0dmrzobbcrvlx'}",,2,3709,200,403,27.987000000000002,1,1,True,True
3,studentE,30,2025-03-06 02:35:14,GET,http://111.229.33.190:8000/info/student/USNC/EC410/attendance/,/info/student/USNC/EC410/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=7adXeD72aDfcyFYmZ6J1EVQ3jJxHupab; sessionid=5yyjses3mq0t8thuftv6ht2f64yvckq5', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,5494,200,200,17.759,1,0,True,False
3,studentE,31,2025-03-06 02:35:15,GET,http://111.229.33.190:8000/info/student/USNB/attendance/,/info/student/USNB/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=7adXeD72aDfcyFYmZ6J1EVQ3jJxHupab; sessionid=5yyjses3mq0t8thuftv6ht2f64yvckq5', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,7745,200,200,98.814,1,0,True,False
3,studentE,32,2025-03-06 02:35:15,GET,http://111.229.33.190:8000/info/student/USNA/marks_list/,/info/student/USNA/marks_list/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=7adXeD72aDfcyFYmZ6J1EVQ3jJxHupab; sessionid=5yyjses3mq0t8thuftv6ht2f64yvckq5', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,8389,200,200,28.68,1,0,True,False
3,studentE,33,2025-03-06 02:35:15,GET,http://111.229.33.190:8000/info/teacher/6890/attendance/,/info/teacher/6890/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=7adXeD72aDfcyFYmZ6J1EVQ3jJxHupab; sessionid=5yyjses3mq0t8thuftv6ht2f64yvckq5', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,7000,200,403,18.032,1,1,True,False
3,studentE,34,2025-03-06 02:35:15,GET,http://111.229.33.190:8000/info/teacher/233/marks_entry/,/info/teacher/233/marks_entry/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=7adXeD72aDfcyFYmZ6J1EVQ3jJxHupab; sessionid=5yyjses3mq0t8thuftv6ht2f64yvckq5', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,6070,200,403,18.421,1,1,True,False
3,studentE,35,2025-03-06 02:35:15,GET,http://111.229.33.190:8000/info/student/USNC/BS220/attendance/,/info/student/USNC/BS220/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=7adXeD72aDfcyFYmZ6J1EVQ3jJxHupab; sessionid=5yyjses3mq0t8thuftv6ht2f64yvckq5', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,5486,200,200,16.343,1,0,True,False
3,studentE,36,2025-03-06 02:35:15,GET,http://111.229.33.190:8000/info/student/USNA/attendance/,/info/student/USNA/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=7adXeD72aDfcyFYmZ6J1EVQ3jJxHupab; sessionid=5yyjses3mq0t8thuftv6ht2f64yvckq5', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,7745,200,200,77.998,1,0,True,False
3,studentE,37,2025-03-06 02:35:15,GET,http://111.229.33.190:8000/admin/login/?next=/admin/info/assign/add/,/admin/info/assign/add/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=7adXeD72aDfcyFYmZ6J1EVQ3jJxHupab; sessionid=5yyjses3mq0t8thuftv6ht2f64yvckq5'}",,2,3695,200,200,30.426000000000002,1,1,False,False
3,studentE,38,2025-03-06 02:35:15,GET,http://111.229.33.190:8000/info/teacher/54/Extra_class/,/info/teacher/54/Extra_class/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=7adXeD72aDfcyFYmZ6J1EVQ3jJxHupab; sessionid=5yyjses3mq0t8thuftv6ht2f64yvckq5', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,7080,200,403,16.249,1,1,True,False
3,studentE,39,2025-03-06 02:35:15,GET,http://111.229.33.190:8000/info/teacher/41/ClassDates/,/info/teacher/6806/Cancel/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=7adXeD72aDfcyFYmZ6J1EVQ3jJxHupab; sessionid=5yyjses3mq0t8thuftv6ht2f64yvckq5'}",,2,20951,200,403,37.732,1,1,True,False
4,studentE,40,2025-03-06 02:35:22,GET,http://111.229.33.190:8000/info/student/USNB/BS210/attendance/,/info/student/USNB/BS210/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=tmHRVcHs1ntRMoy8RyEsIWiGT65uJ6UW; sessionid=909uwv0slfwnkemarp2mrhbw13ue70bi', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,7546,200,200,18.041,0,0,True,True
4,studentE,41,2025-03-06 02:35:22,GET,http://111.229.33.190:8000/info/student/USNF/attendance/,/info/student/USNF/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=tmHRVcHs1ntRMoy8RyEsIWiGT65uJ6UW; sessionid=909uwv0slfwnkemarp2mrhbw13ue70bi', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,6852,200,200,61.433,0,0,True,True
4,studentE,42,2025-03-06 02:35:22,GET,http://111.229.33.190:8000/info/student/USNA/marks_list/,/info/student/USNA/marks_list/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=tmHRVcHs1ntRMoy8RyEsIWiGT65uJ6UW; sessionid=909uwv0slfwnkemarp2mrhbw13ue70bi', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,8389,200,200,33.687000000000005,0,0,True,True
4,studentE,43,2025-03-06 02:35:22,GET,http://111.229.33.190:8000/info/student/USNE/PS304/attendance/,/info/student/USNE/PS304/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=tmHRVcHs1ntRMoy8RyEsIWiGT65uJ6UW; sessionid=909uwv0slfwnkemarp2mrhbw13ue70bi', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,5493,200,200,15.834000000000001,0,0,True,True
4,studentE,44,2025-03-06 02:35:22,GET,http://111.229.33.190:8000/info/student/USNF/attendance/,/info/student/USNF/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=tmHRVcHs1ntRMoy8RyEsIWiGT65uJ6UW; sessionid=909uwv0slfwnkemarp2mrhbw13ue70bi', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,6852,200,200,52.419,0,1,True,True
4,studentE,45,2025-03-06 02:35:22,GET,http://111.229.33.190:8000/info/student/USNE/marks_list/,/info/student/USNE/marks_list/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=tmHRVcHs1ntRMoy8RyEsIWiGT65uJ6UW; sessionid=909uwv0slfwnkemarp2mrhbw13ue70bi', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,6698,200,200,21.85,0,1,True,True
4,studentE,46,2025-03-06 02:35:22,GET,http://111.229.33.190:8000/info/student/USNA/BS301/attendance/,/info/student/USNA/BS301/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=tmHRVcHs1ntRMoy8RyEsIWiGT65uJ6UW; sessionid=909uwv0slfwnkemarp2mrhbw13ue70bi', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,5491,200,200,16.418,0,0,True,True
5,admin,47,2025-03-06 02:35:29,GET,http://111.229.33.190:8000/admin/info/course/add/,/admin/info/course/add/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=86QdLd78aPKl0QSmL03aO04PzrYrY711; sessionid=9kgjvesohzke3k4yattpmul4887gx9p8', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,15338,200,200,28.322,0,0,True,False
5,admin,48,2025-03-06 02:35:29,GET,http://111.229.33.190:8000/admin/info/assign/add/,/admin/info/assign/add/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=86QdLd78aPKl0QSmL03aO04PzrYrY711; sessionid=9kgjvesohzke3k4yattpmul4887gx9p8', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,16875,200,200,32.491,0,0,True,False
5,admin,49,2025-03-06 02:35:29,GET,http://111.229.33.190:8000/admin/info/class/BS3A/change/,/admin/info/class/BS3A/change/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=86QdLd78aPKl0QSmL03aO04PzrYrY711; sessionid=9kgjvesohzke3k4yattpmul4887gx9p8', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,36009,200,200,65.869,0,0,True,False
5,admin,50,2025-03-06 02:35:30,GET,http://111.229.33.190:8000/admin/info/student/USNA/change/,/admin/info/student/USNA/change/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'csrftoken=86QdLd78aPKl0QSmL03aO04PzrYrY711; sessionid=9kgjvesohzke3k4yattpmul4887gx9p8', 'Content-Length': '2', 'Content-Type': 'application/json'}",,2,21460,200,200,47.546,0,0,True,False
