api,url
36.0,http://111.229.33.190:8081/space/manage/member?cguid=1a14826b-23b7-4def-a7da-0cc5053a5ede
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=1a14826b-23b7-4def-a7da-0cc5053a5ede
37.0,http://111.229.33.190:8081/space/manage/module?cguid=1a14826b-23b7-4def-a7da-0cc5053a5ede
,http://111.229.33.190:8081/space/manage/default/delete?cguid=1a14826b-23b7-4def-a7da-0cc5053a5ede
8.0,http://111.229.33.190:8081/space/space?cguid=1a14826b-23b7-4def-a7da-0cc5053a5ede
34.0,http://111.229.33.190:8081/space/manage?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
36.0,http://111.229.33.190:8081/space/manage/member?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
37.0,http://111.229.33.190:8081/space/manage/module?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
,http://111.229.33.190:8081/space/manage/default/delete?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
8.0,http://111.229.33.190:8081/space/space?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
34.0,http://111.229.33.190:8081/space/manage?cguid=0566b5df-b6e0-4260-bfd0-f5eccc9a7e0c
36.0,http://111.229.33.190:8081/space/manage/member?cguid=0566b5df-b6e0-4260-bfd0-f5eccc9a7e0c
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=0566b5df-b6e0-4260-bfd0-f5eccc9a7e0c
37.0,http://111.229.33.190:8081/space/manage/module?cguid=0566b5df-b6e0-4260-bfd0-f5eccc9a7e0c
,http://111.229.33.190:8081/space/manage/default/delete?cguid=0566b5df-b6e0-4260-bfd0-f5eccc9a7e0c
8.0,http://111.229.33.190:8081/space/space?cguid=0566b5df-b6e0-4260-bfd0-f5eccc9a7e0c
34.0,http://111.229.33.190:8081/space/manage?cguid=b177d8bb-b88c-40d3-967a-cdf4e3609035
36.0,http://111.229.33.190:8081/space/manage/member?cguid=b177d8bb-b88c-40d3-967a-cdf4e3609035
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=b177d8bb-b88c-40d3-967a-cdf4e3609035
37.0,http://111.229.33.190:8081/space/manage/module?cguid=b177d8bb-b88c-40d3-967a-cdf4e3609035
,http://111.229.33.190:8081/space/manage/default/delete?cguid=b177d8bb-b88c-40d3-967a-cdf4e3609035
8.0,http://111.229.33.190:8081/space/space?cguid=b177d8bb-b88c-40d3-967a-cdf4e3609035
34.0,http://111.229.33.190:8081/space/manage?cguid=d2fdb62f-c8a9-4ce9-864d-1681883255a0
36.0,http://111.229.33.190:8081/space/manage/member?cguid=d2fdb62f-c8a9-4ce9-864d-1681883255a0
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=d2fdb62f-c8a9-4ce9-864d-1681883255a0
37.0,http://111.229.33.190:8081/space/manage/module?cguid=d2fdb62f-c8a9-4ce9-864d-1681883255a0
,http://111.229.33.190:8081/space/manage/default/delete?cguid=d2fdb62f-c8a9-4ce9-864d-1681883255a0
8.0,http://111.229.33.190:8081/space/space?cguid=d2fdb62f-c8a9-4ce9-864d-1681883255a0
34.0,http://111.229.33.190:8081/space/manage?cguid=c239fe95-c444-41e0-8090-50b27c1455f5
36.0,http://111.229.33.190:8081/space/manage/member?cguid=c239fe95-c444-41e0-8090-50b27c1455f5
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=c239fe95-c444-41e0-8090-50b27c1455f5
37.0,http://111.229.33.190:8081/space/manage/module?cguid=c239fe95-c444-41e0-8090-50b27c1455f5
,http://111.229.33.190:8081/space/manage/default/delete?cguid=c239fe95-c444-41e0-8090-50b27c1455f5
8.0,http://111.229.33.190:8081/space/space?cguid=c239fe95-c444-41e0-8090-50b27c1455f5
34.0,http://111.229.33.190:8081/space/manage?cguid=027040fa-aea7-4d41-8ffc-06783111e1ce
36.0,http://111.229.33.190:8081/space/manage/member?cguid=027040fa-aea7-4d41-8ffc-06783111e1ce
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=027040fa-aea7-4d41-8ffc-06783111e1ce
37.0,http://111.229.33.190:8081/space/manage/module?cguid=027040fa-aea7-4d41-8ffc-06783111e1ce
,http://111.229.33.190:8081/space/manage/default/delete?cguid=027040fa-aea7-4d41-8ffc-06783111e1ce
8.0,http://111.229.33.190:8081/space/space?cguid=027040fa-aea7-4d41-8ffc-06783111e1ce
34.0,http://111.229.33.190:8081/space/manage?cguid=244affcf-ea4d-49f3-a483-fe56e2f06c6e
36.0,http://111.229.33.190:8081/space/manage/member?cguid=244affcf-ea4d-49f3-a483-fe56e2f06c6e
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=244affcf-ea4d-49f3-a483-fe56e2f06c6e
37.0,http://111.229.33.190:8081/space/manage/module?cguid=244affcf-ea4d-49f3-a483-fe56e2f06c6e
,http://111.229.33.190:8081/space/manage/default/delete?cguid=244affcf-ea4d-49f3-a483-fe56e2f06c6e
8.0,http://111.229.33.190:8081/space/space?cguid=244affcf-ea4d-49f3-a483-fe56e2f06c6e
34.0,http://111.229.33.190:8081/space/manage?cguid=fc1236d5-5643-4c9b-8f63-9cc27ad56011
36.0,http://111.229.33.190:8081/space/manage/member?cguid=fc1236d5-5643-4c9b-8f63-9cc27ad56011
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=fc1236d5-5643-4c9b-8f63-9cc27ad56011
37.0,http://111.229.33.190:8081/space/manage/module?cguid=fc1236d5-5643-4c9b-8f63-9cc27ad56011
,http://111.229.33.190:8081/space/manage/default/delete?cguid=fc1236d5-5643-4c9b-8f63-9cc27ad56011
8.0,http://111.229.33.190:8081/space/space?cguid=fc1236d5-5643-4c9b-8f63-9cc27ad56011
34.0,http://111.229.33.190:8081/space/manage?cguid=21e1bb35-3277-4044-acf4-107f3c0b3b41
36.0,http://111.229.33.190:8081/space/manage/member?cguid=21e1bb35-3277-4044-acf4-107f3c0b3b41
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=21e1bb35-3277-4044-acf4-107f3c0b3b41
37.0,http://111.229.33.190:8081/space/manage/module?cguid=21e1bb35-3277-4044-acf4-107f3c0b3b41
,http://111.229.33.190:8081/space/manage/default/delete?cguid=21e1bb35-3277-4044-acf4-107f3c0b3b41
8.0,http://111.229.33.190:8081/space/space?cguid=21e1bb35-3277-4044-acf4-107f3c0b3b41
34.0,http://111.229.33.190:8081/space/manage?cguid=0ce7f0af-74e4-4890-9adf-fea87d42fea1
36.0,http://111.229.33.190:8081/space/manage/member?cguid=0ce7f0af-74e4-4890-9adf-fea87d42fea1
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=0ce7f0af-74e4-4890-9adf-fea87d42fea1
37.0,http://111.229.33.190:8081/space/manage/module?cguid=0ce7f0af-74e4-4890-9adf-fea87d42fea1
,http://111.229.33.190:8081/space/manage/default/delete?cguid=0ce7f0af-74e4-4890-9adf-fea87d42fea1
8.0,http://111.229.33.190:8081/space/space?cguid=0ce7f0af-74e4-4890-9adf-fea87d42fea1
34.0,http://111.229.33.190:8081/space/manage?cguid=78d3f2d5-4193-4c6a-ac11-72757437b1a3
36.0,http://111.229.33.190:8081/space/manage/member?cguid=78d3f2d5-4193-4c6a-ac11-72757437b1a3
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=78d3f2d5-4193-4c6a-ac11-72757437b1a3
37.0,http://111.229.33.190:8081/space/manage/module?cguid=78d3f2d5-4193-4c6a-ac11-72757437b1a3
,http://111.229.33.190:8081/space/manage/default/delete?cguid=78d3f2d5-4193-4c6a-ac11-72757437b1a3
8.0,http://111.229.33.190:8081/space/space?cguid=78d3f2d5-4193-4c6a-ac11-72757437b1a3
,http://111.229.33.190:8081/admin/setting/basic
,http://111.229.33.190:8081/admin/setting/design
50.0,http://111.229.33.190:8081/activity/admin/defaults
,http://111.229.33.190:8081/notification/admin/defaults
,http://111.229.33.190:8081/admin/setting/caching
,http://111.229.33.190:8081/admin/information/about
,http://111.229.33.190:8081/admin/information/prerequisites
55.0,http://111.229.33.190:8081/admin/information/database
56.0,http://111.229.33.190:8081/admin/information/background-jobs
,http://111.229.33.190:8081/admin/logging
,http://111.229.33.190:8081/marketplace/licence
,http://111.229.33.190:8081/ldap/admin
,http://111.229.33.190:8081/admin/user-permissions
23.0,http://111.229.33.190:8081/admin/user-profile#h264190w0-tab0
,http://111.229.33.190:8081/dashboard/dashboard
,http://111.229.33.190:8081/dashboard/dashboard
,http://111.229.33.190:8081/user/profile/home?cguid=b92568e9-c3d5-4d87-b045-c39b1aa18901
2.0,http://111.229.33.190:8081/user/account/edit
,http://111.229.33.190:8081/notification/overview
5.0,http://111.229.33.190:8081/space/spaces
6.0,http://111.229.33.190:8081/user/people
,http://111.229.33.190:8081/search/search/index
,http://111.229.33.190:8081/dashboard/dashboard?tour=1
8.0,http://111.229.33.190:8081/space/space?tour=1&cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
,http://111.229.33.190:8081/user/profile/home?tour=true&cguid=b92568e9-c3d5-4d87-b045-c39b1aa18901
28.0,http://111.229.33.190:8081/user/profile?cguid=b92568e9-c3d5-4d87-b045-c39b1aa18901
10.0,http://111.229.33.190:8081/user/profile/about?cguid=b92568e9-c3d5-4d87-b045-c39b1aa18901
8.0,http://111.229.33.190:8081/space/space?cguid=c239fe95-c444-41e0-8090-50b27c1455f5
,http://111.229.33.190:8081/activity/user
,http://111.229.33.190:8081/notification/user
13.0,http://111.229.33.190:8081/user/account/edit-settings
14.0,http://111.229.33.190:8081/user/account/change-username
15.0,http://111.229.33.190:8081/user/account/change-email
,http://111.229.33.190:8081/user/account/change-password
,http://111.229.33.190:8081/user/account/delete
,http://111.229.33.190:8081/space/membership/request-membership-form?options=%7B%22requestMembership%22%3A%7B%22attrs%22%3A%7B%22class%22%3A%22btn+btn-info+btn-sm%22%7D%7D%2C%22becomeMember%22%3A%7B%22attrs%22%3A%7B%22class%22%3A%22btn+btn-info+btn-sm%22%7D%7D%2C%22acceptInvite%22%3A%7B%22attrs%22%3A%7B%22class%22%3A%22btn+btn-info+btn-sm%22%7D%2C%22togglerClass%22%3A%22btn+btn-info+btn-sm%22%7D%2C%22cancelPendingMembership%22%3A%7B%22attrs%22%3A%7B%22class%22%3A%22btn+btn-info+btn-sm+active%22%7D%7D%2C%22cancelMembership%22%3A%7B%22visible%22%3Atrue%2C%22attrs%22%3A%7B%22class%22%3A%22btn+btn-info+btn-sm+active%22%7D%7D%2C%22cannotCancelMembership%22%3A%7B%22visible%22%3Atrue%2C%22attrs%22%3A%7B%22class%22%3A%22btn+btn-info+btn-sm+active%22%7D%7D%7D&cguid=1a14826b-23b7-4def-a7da-0cc5053a5ede
6.0,http://111.229.33.190:8081/user/people?keyword=Administration
6.0,http://111.229.33.190:8081/user/people?keyword=Support
6.0,http://111.229.33.190:8081/user/people?keyword=HumHub
,http://111.229.33.190:8081/search/search/index#collapse-search-settings
34.0,http://111.229.33.190:8081/space/manage?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
35.0,http://111.229.33.190:8081/space/manage/security?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
36.0,http://111.229.33.190:8081/space/manage/member?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
37.0,http://111.229.33.190:8081/space/manage/module?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
8.0,http://111.229.33.190:8081/space/space?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
,http://111.229.33.190:8081/space/space/home?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
39.0,http://111.229.33.190:8081/space/space/about?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
43.0,http://111.229.33.190:8081/topic/manage?cguid=b92568e9-c3d5-4d87-b045-c39b1aa18901
,http://111.229.33.190:8081/space/manage/default/index?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
63.0,http://111.229.33.190:8081/space/manage/default/advanced?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
64.0,http://111.229.33.190:8081/space/manage/security/permissions?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
65.0,http://111.229.33.190:8081/space/manage/member/index?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
8.0,http://111.229.33.190:8081/space/space?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
,http://111.229.33.190:8081/topic/manage/index?cguid=b92568e9-c3d5-4d87-b045-c39b1aa18901&sort=name
,http://111.229.33.190:8081/space/manage/default/delete?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
64.0,http://111.229.33.190:8081/space/manage/security/permissions?groupId=owner&cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
64.0,http://111.229.33.190:8081/space/manage/security/permissions?groupId=admin&cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
64.0,http://111.229.33.190:8081/space/manage/security/permissions?groupId=moderator&cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
64.0,http://111.229.33.190:8081/space/manage/security/permissions?groupId=member&cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
64.0,http://111.229.33.190:8081/space/manage/security/permissions?groupId=user&cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
,http://111.229.33.190:8081/dashboard/dashboard
,http://111.229.33.190:8081/dashboard/dashboard
,http://111.229.33.190:8081/user/profile/home?cguid=98cb7660-54d3-4fbc-a874-8e0f7b8f5882
2.0,http://111.229.33.190:8081/user/account/edit
,http://111.229.33.190:8081/notification/overview
5.0,http://111.229.33.190:8081/space/spaces
6.0,http://111.229.33.190:8081/user/people
,http://111.229.33.190:8081/search/search/index
,http://111.229.33.190:8081/dashboard/dashboard?tour=1
8.0,http://111.229.33.190:8081/space/space?tour=1&cguid=e782abba-254b-4d69-ae2c-6417c56768a3
,http://111.229.33.190:8081/user/profile/home?tour=true&cguid=98cb7660-54d3-4fbc-a874-8e0f7b8f5882
28.0,http://111.229.33.190:8081/user/profile?cguid=98cb7660-54d3-4fbc-a874-8e0f7b8f5882
10.0,http://111.229.33.190:8081/user/profile/about?cguid=98cb7660-54d3-4fbc-a874-8e0f7b8f5882
8.0,http://111.229.33.190:8081/space/space?cguid=a8de2727-9d87-41e5-a0bc-9686d47bfe8b
,http://111.229.33.190:8081/activity/user
,http://111.229.33.190:8081/notification/user
13.0,http://111.229.33.190:8081/user/account/edit-settings
14.0,http://111.229.33.190:8081/user/account/change-username
15.0,http://111.229.33.190:8081/user/account/change-email
,http://111.229.33.190:8081/user/account/change-password
,http://111.229.33.190:8081/user/account/delete
,http://111.229.33.190:8081/space/membership/request-membership-form?options=%7B%22requestMembership%22%3A%7B%22attrs%22%3A%7B%22class%22%3A%22btn+btn-info+btn-sm%22%7D%7D%2C%22becomeMember%22%3A%7B%22attrs%22%3A%7B%22class%22%3A%22btn+btn-info+btn-sm%22%7D%7D%2C%22acceptInvite%22%3A%7B%22attrs%22%3A%7B%22class%22%3A%22btn+btn-info+btn-sm%22%7D%2C%22togglerClass%22%3A%22btn+btn-info+btn-sm%22%7D%2C%22cancelPendingMembership%22%3A%7B%22attrs%22%3A%7B%22class%22%3A%22btn+btn-info+btn-sm+active%22%7D%7D%2C%22cancelMembership%22%3A%7B%22visible%22%3Atrue%2C%22attrs%22%3A%7B%22class%22%3A%22btn+btn-info+btn-sm+active%22%7D%7D%2C%22cannotCancelMembership%22%3A%7B%22visible%22%3Atrue%2C%22attrs%22%3A%7B%22class%22%3A%22btn+btn-info+btn-sm+active%22%7D%7D%7D&cguid=1a14826b-23b7-4def-a7da-0cc5053a5ede
6.0,http://111.229.33.190:8081/user/people?keyword=Administration
6.0,http://111.229.33.190:8081/user/people?keyword=Support
6.0,http://111.229.33.190:8081/user/people?keyword=HumHub
,http://111.229.33.190:8081/search/search/index#collapse-search-settings
34.0,http://111.229.33.190:8081/space/manage?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
35.0,http://111.229.33.190:8081/space/manage/security?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
36.0,http://111.229.33.190:8081/space/manage/member?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
37.0,http://111.229.33.190:8081/space/manage/module?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
8.0,http://111.229.33.190:8081/space/space?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
,http://111.229.33.190:8081/space/space/home?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
39.0,http://111.229.33.190:8081/space/space/about?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
43.0,http://111.229.33.190:8081/topic/manage?cguid=98cb7660-54d3-4fbc-a874-8e0f7b8f5882
,http://111.229.33.190:8081/space/manage/default/index?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
63.0,http://111.229.33.190:8081/space/manage/default/advanced?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
64.0,http://111.229.33.190:8081/space/manage/security/permissions?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
65.0,http://111.229.33.190:8081/space/manage/member/index?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
47.0,http://111.229.33.190:8081/space/manage/member/change-owner?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
8.0,http://111.229.33.190:8081/space/space?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
,http://111.229.33.190:8081/topic/manage/index?cguid=98cb7660-54d3-4fbc-a874-8e0f7b8f5882&sort=name
,http://111.229.33.190:8081/space/manage/default/delete?cguid=e782abba-254b-4d69-ae2c-6417c56768a3
64.0,http://111.229.33.190:8081/space/manage/security/permissions?groupId=owner&cguid=e782abba-254b-4d69-ae2c-6417c56768a3
64.0,http://111.229.33.190:8081/space/manage/security/permissions?groupId=admin&cguid=e782abba-254b-4d69-ae2c-6417c56768a3
64.0,http://111.229.33.190:8081/space/manage/security/permissions?groupId=moderator&cguid=e782abba-254b-4d69-ae2c-6417c56768a3
64.0,http://111.229.33.190:8081/space/manage/security/permissions?groupId=member&cguid=e782abba-254b-4d69-ae2c-6417c56768a3
64.0,http://111.229.33.190:8081/space/manage/security/permissions?groupId=user&cguid=e782abba-254b-4d69-ae2c-6417c56768a3
,http://111.229.33.190:8081/dashboard/dashboard
,http://111.229.33.190:8081/dashboard/dashboard
,http://111.229.33.190:8081/user/profile/home?cguid=adb1f1ce-3f99-49a9-a4d6-9a287e60b5f4
2.0,http://111.229.33.190:8081/user/account/edit
,http://111.229.33.190:8081/notification/overview
5.0,http://111.229.33.190:8081/space/spaces
6.0,http://111.229.33.190:8081/user/people
,http://111.229.33.190:8081/search/search/index
